Current Price|Likes|Item|Title|Old Price|Discount|Brand|Link
110 грн|5|Пробник парфюмированная вода chanel chance eau tendre оригинал|Пробник парфюмированная вода chanel chance eau tendre оригинал|||Chanel|https://shafa.ua/cosmetics/parfyumeriya/probniki/95426205-probnik-parfyumirovannaya-voda-chanel-chance-eau-tendre
445 грн|48|Одеколон jo malone london english pear & freesia, оригинал|Одеколон jo malone london english pear & freesia, оригинал|470 грн|-6%|Jo Malone|https://shafa.ua/cosmetics/parfyumeriya/parfyumirovannaya-voda/74924500-odekolon-jo-malone-london-english-pear-freesia-original
245 грн|10|Супер стойкая матовая помада jeffree star cosmetics velour liquid lipstick|Супер стойкая матовая помада jeffree star cosmetics velour liquid lipstick||||https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/93769044-super-stoykaya-matovaya-pomada-jeffree-star-cosmetics-velour-liquid
225 грн|8|Скраб для тела first aid beauty kp bump eraser body scrub with 10% aha|Скраб для тела first aid beauty kp bump eraser body scrub with 10% aha||||https://shafa.ua/cosmetics/telo-i-vanna/kosmetika/skraby/74923017-skrab-dlya-tela-first-aid-beauty-kp-bump-eraser-body-scrub-with-10
330 грн|77|Легендарная восстанавливающая сыворотка estee lauder advanced night repair complex ii|Легендарная восстанавливающая сыворотка estee lauder advanced night repair complex ii|||Estee Lauder|https://shafa.ua/cosmetics/dlya-lica/sivorotki/43814003-legendarnaya-vosstanavlivayushaya-syvorotka-estee-lauder-advanced
230 грн|19|Люкс! база под макияж с частичками, золота guerlain lor radiance concentrate with pure gold|Люкс! база под макияж с частичками, золота guerlain lor radiance concentrate with pure gold|||Guerlain|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/baza-pod-makiyazh/76617991-lyuks-baza-pod-makiyazh-s-chastichkami-zolota-guerlain-lor-radiance
400 грн|5|Гель для умывания с ромашкой и календулой honest beauty gentle gel cleanser|Гель для умывания с ромашкой и календулой honest beauty gentle gel cleanser||||https://shafa.ua/cosmetics/dlya-lica/ochishcheniya-lica/97330580-gel-dlya-umyvaniya-s-romashkoy-i-kalenduloy-honest-beauty-gentle-gel
220 грн|9|Миниатюра парфюмированная вода yves saint laurent libre|Миниатюра парфюмированная вода yves saint laurent libre|||Yves Saint Laurent|https://shafa.ua/cosmetics/parfyumeriya/probniki/94786401-miniatyura-parfyumirovannaya-voda-yves-saint-laurent-libre
90 грн|15|Палетка пробников - консилер too faced born this way super coverage multi-use concealer|Палетка пробников - консилер too faced born this way super coverage multi-use concealer|||Too Faced|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/tonalnyj-krem/79047899-paletka-probnikov-tonalnaya-osnova-too-faced-born-this-way
475 грн|12|Блеск для губ jeffree star lip gloss|Блеск для губ jeffree star lip gloss||||https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/blesk/95645963-blesk-dl-gub-jeffree-star-lip-gloss
125 грн|6|Легкий солнцезащитный крем для лица sunday riley light hearted broad spectrum spf 30 sunscreen|Легкий солнцезащитный крем для лица sunday riley light hearted broad spectrum spf 30 sunscreen|||Sunday Riley|https://shafa.ua/cosmetics/dlya-lica/krem/94603459-legkiy-solncezashitnyy-krem-dlya-lica-sunday-riley-light-hearted
60 грн|5|Питательный и очищающий бальзам для лица banila co clean it zero cleansing balm nourishing|Питательный и очищающий бальзам для лица banila co clean it zero cleansing balm nourishing||||https://shafa.ua/cosmetics/dlya-lica/ochishcheniya-lica/94672344-pitatelnyy-i-ochishayushiy-balzam-dlya-lica-banila-co-clean-it-zero
200 грн|9|Интенсивно увлажняющий крем first aid beauty ultra repair cream intense hydration|Интенсивно увлажняющий крем first aid beauty ultra repair cream intense hydration|||First Aid Beauty|https://shafa.ua/cosmetics/dlya-lica/krem/93768782-intensivno-uvlazhnyayushiy-krem-first-aid-beauty-ultra-repair-cream
450 грн|16|Антивозрастной крем payot supreme jeunesse le soin pro-age, 15мл|Антивозрастной крем payot supreme jeunesse le soin pro-age, 15мл|475 грн|-6%|PAYOT|https://shafa.ua/cosmetics/dlya-lica/krem/78213895-antivozrastnoy-krem-payot-supreme-jeunesse-le-soin-pro-age
125 грн|6|Набор: шампунь и кондиционер от желтизны волос amika bust your brass cool blonde|Набор: шампунь и кондиционер от желтизны волос amika bust your brass cool blonde|||Amika|https://shafa.ua/cosmetics/dlya-volos/toniruyushchie-sredstva/86238998-nabor-shampun-i-kondicioner-ot-zheltizny-volos-amika-bust-your-brass
325 грн|26|Супер сияющие тени / спаркл dose of colors block party eyeshadow, сша|Супер сияющие тени / спаркл dose of colors block party eyeshadow, сша||||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/54862162-super-siyayushie-teni-dose-of-colors-block-party-eyeshadow-ssha
350 грн|18|Цветная питательная маска для губ tarte sea jelly glaze anytime lip mask|Цветная питательная маска для губ tarte sea jelly glaze anytime lip mask|||Tarte|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/balzamy/73171812-cvetnaya-pitatelnaya-maska-dlya-gub-tarte-sea-jelly-glaze-anytime
470 грн|16|Локальный гель против акне с серой by wishtrend sulfur 3% clean gel|Локальный гель против акне с серой by wishtrend sulfur 3% clean gel||||https://shafa.ua/cosmetics/dlya-lica/krem/88684245-lokalnyy-gel-protiv-akne-s-seroy-by-wishtrend-sulfur-3-clean-gel
110 грн|14|Эссенция для сияния лица kiehls ferulic brew rejuvenating facial essence|Эссенция для сияния лица kiehls ferulic brew rejuvenating facial essence|||Kiehl's|https://shafa.ua/cosmetics/dlya-lica/sivorotki/88691947-essenciya-dlya-siyaniya-lica-kiehls-ferulic-brew-rejuvenating-facial
55 грн|7|Пробник парфюмированная вода burberry her|Пробник парфюмированная вода burberry her|||Burberry|https://shafa.ua/cosmetics/parfyumeriya/probniki/94671522-probnik-parfyumirovannaya-voda-burberry-her
80 грн|9|Пробник - тональный крем it cosmetics your skin but better foundation|Пробник - тональный крем it cosmetics your skin but better foundation|||IT Cosmetics|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/tonalnyj-krem/81230740-probnik-tonalnyy-krem-it-cosmetics-your-skin-but-better-foundation
200 грн|24|Сыворотка вокруг глаз от морщин и темных кругов kiehls eye serum|Сыворотка вокруг глаз от морщин и темных кругов kiehls eye serum|||Kiehl's|https://shafa.ua/cosmetics/dlya-lica/sivorotki/86239724-syvorotka-vokrug-glaz-ot-morshin-i-temnyh-krugov-kiehls-eye-serum
200 грн|17|Мини карандаш для бровей anastasia beverly hills brow wiz оригинал|Мини карандаш для бровей anastasia beverly hills brow wiz оригинал|||Anastasia Beverly Hills|https://shafa.ua/cosmetics/dekorativnaya/dlya-brovej/karandashi/89572213-mini-karandash-dlya-brovyay-anastasia-beverly-hills-brow-wiz
400 грн|5|Ухаживающий блеск для губ с spf ultra violette spf50 lip balm|Ухаживающий блеск для губ с spf ultra violette spf50 lip balm||||https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/blesk/95642017-uhazhivayushiy-blesk-dlya-gub-s-spf-ultra-violette-spf50-lip-balm
460 грн|11|Супер стойкая нюдовая матовая помада jeffree star cosmetics velour liquid lipstick|Супер стойкая нюдовая матовая помада jeffree star cosmetics velour liquid lipstick||||https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/95427877-super-stoykaya-nyudovaya-matovaya-pomada-jeffree-star-cosmetics
190 грн|11|Увлажняющий лосьон для тела caudalie tan prolonging after sun lotion|Увлажняющий лосьон для тела caudalie tan prolonging after sun lotion|||Caudalie|https://shafa.ua/cosmetics/telo-i-vanna/uhod/krem-dlya-tela/86237418-uvlazhnyayushiy-loson-dlya-tela-caudalie-tan-prolonging-after-sun
60 грн|3|Баттер / крем для тела fenty skin butta drop whipped oil body cream 8 мл|Баттер / крем для тела fenty skin butta drop whipped oil body cream 8 мл|75 грн|-20%|Fenty Beauty by Rihanna|https://shafa.ua/cosmetics/telo-i-vanna/uhod/krem-dlya-tela/86240341-batter-krem-dlya-tela-fenty-skin-butta-drop-whipped-oil-body-cream-8
25 грн|3|Жевательные витамины для здоровья волос hum nutrition hair sweet hair|Жевательные витамины для здоровья волос hum nutrition hair sweet hair||||https://shafa.ua/cosmetics/domashnyaya-apteka/bav/96819709-zhevatelnye-vitaminy-dlya-zdorovya-volos-hum-nutrition-hair-sweet
425 грн|16|Блеск-плампер too faced lip injection power plumping lip gloss|Блеск-плампер too faced lip injection power plumping lip gloss|||Too Faced|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/blesk/88195498-blesk-plamper-too-faced-lip-injection-power-plumping-lip-gloss
475 грн|10|Большая черная лаковая косметичка jeffree star shane x jeffree conspiracy|Большая черная лаковая косметичка jeffree star shane x jeffree conspiracy||||https://shafa.ua/cosmetics/aksessuary-dlya-krasoty/kosmetichki/95570319-bolshaya-chernaya-lakovaya-kosmetichka-jeffree-star-shane-x-jeffree
420 грн|18|Палетка теней kaleidos makeup futurism ii: cyber bronze оригинал|Палетка теней kaleidos makeup futurism ii: cyber bronze оригинал||||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/81744883-paletka-tenyay-kaleidos-makeup-futurism-ii-cyber-bronze-original
140 грн|6|База под макияж / праймер yves saint laurent nu glow in balm|База под макияж / праймер yves saint laurent nu glow in balm|||Yves Saint Laurent|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/prajmery/95427491-baza-pod-makiyazh-praymer-yves-saint-laurent-nu-glow-in-balm
490 грн|10|Набор для гладкости волос living proof no frizz : шампунь, кондиционер и маска|Набор для гладкости волос living proof no frizz : шампунь, кондиционер и маска|525 грн|-7%|Living Proof|https://shafa.ua/cosmetics/dlya-volos/kondicionery/81614758-nabor-dlya-gladkosti-volos-living-proof-no-frizz-shampun-kondicioner
75 грн|7|Матовая помада melt ultra-matte lipstick|Матовая помада melt ultra-matte lipstick|90 грн|-17%||https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/81720249-matovaya-pomada-melt-ultra-matte-lipstick
950 грн|4|Люкс! сыворотка-бустер для сияния кожи 111skin rose gold radiance booster 20 мл|Люкс! сыворотка-бустер для сияния кожи 111skin rose gold radiance booster 20 мл|||111SKIN|https://shafa.ua/cosmetics/dlya-lica/sivorotki/97062761-lyuks-syvorotka-buster-dlya-siyaniya-kozhi-111skin-rose-gold
115 грн|17|Увлажняющий тонер cosrx hydrium watery toner 30 мл|Увлажняющий тонер cosrx hydrium watery toner 30 мл|||Cosrx|https://shafa.ua/cosmetics/dlya-lica/toniki/81745623-uvlazhnyayushiy-toner-cosrx-hydrium-watery-toner-30-ml
375 грн|11|Роликовый парфюм victoria's secret bombshell oud eau de parfume rollerball|Роликовый парфюм victoria's secret bombshell oud eau de parfume rollerball|||Victoria's Secret|https://shafa.ua/cosmetics/parfyumeriya/parfyumirovannaya-voda/84660574-rolikovyy-parfyum-victorias-secret-bombshell-oud-eau-de-parfume
100 грн|8|Увлажняющий праймер / база под макияж milk makeup hydro grip primer|Увлажняющий праймер / база под макияж milk makeup hydro grip primer|110 грн|-10%|Milk|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/prajmery/80493972-uvlazhnyayushiy-praymer-baza-pod-makiyazh-milk-makeup-hydro-grip
120 грн|8|Солнцезащитный лосьон для лица и тела shiseido expert sun protection face and body lotion spf50|Солнцезащитный лосьон для лица и тела shiseido expert sun protection face and body lotion spf50|||Shiseido|https://shafa.ua/cosmetics/telo-i-vanna/uhod/sredstva-dlya-zagara/86853385-solncezashitnyy-loson-dlya-lica-i-tela-shiseido-expert-sun
50 грн|10|Пробник парфюмированная вода giorgio armani my way|Пробник парфюмированная вода giorgio armani my way|||Giorgio Armani|https://shafa.ua/cosmetics/parfyumeriya/probniki/93766348-probnik-parfyumirovannaya-voda-giorgio-armani-my-way
125 грн|5|Укрепляющая тушь milk rise lifting + lengthening mascara|Укрепляющая тушь milk rise lifting + lengthening mascara|||Milk|https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/tush/96822267-ukreplyayushaya-tush-milk-rise-lifting-lengthening-mascara
140 грн|7|Салфетки для снятия макияжа clinique take the day off micellar cleansing towelettes|Салфетки для снятия макияжа clinique take the day off micellar cleansing towelettes|||Clinique|https://shafa.ua/cosmetics/dekorativnaya/dlya-snyatiya-makiyazha/90476081-salfetki-dlya-snyatiya-makiyazha-clinique-take-the-day-off-micellar
85 грн|9|Палетка кремовый пигмент danessa myricks beauty vision flush blush, eyeshadow and lip color|Палетка кремовый пигмент danessa myricks beauty vision flush blush, eyeshadow and lip color||||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/86850762-paletka-kremovyy-pigment-danessa-myricks-beauty-vision-flush-blush
500 грн|12|Сыворотка / крем для волос living proof perfect hair day 5-in-1 styling treatment, 118мл|Сыворотка / крем для волос living proof perfect hair day 5-in-1 styling treatment, 118мл|||Living Proof|https://shafa.ua/cosmetics/dlya-volos/masla/94992111-syvorotka-krem-dlya-volos-living-proof-perfect-hair-day-5-in-1
50 грн|16|Уценка! матирующий солнцезащитный крем для лица ren mattifying screen spf 30|Уценка! матирующий солнцезащитный крем для лица ren mattifying screen spf 30||||https://shafa.ua/cosmetics/dlya-lica/krem/62447241-matiruyushiy-solncezashitnyy-krem-dlya-lica-ren-mattifying-screen
140 грн|6|Несмываемый кондиционер для волос ouai leave-in conditioner|Несмываемый кондиционер для волос ouai leave-in conditioner|||Ouai|https://shafa.ua/cosmetics/dlya-volos/masla/97061813-nesmyvaemyy-kondicioner-dlya-volos-ouai-leave-in-conditioner
385 грн|9|Спаркл / супер сияющие тени touch in sol metallist sparkling foiled pigment #7 aurora taupe|Спаркл / супер сияющие тени touch in sol metallist sparkling foiled pigment #7 aurora taupe||||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/81747011-sparkl-super-siyayushie-teni-touch-in-sol-metallist-sparkling-foiled
345 грн|6|Палетка теней ace beaute eyeshadow palette falling for you|Палетка теней ace beaute eyeshadow palette falling for you||||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/82133093-paletka-tenyay-ace-beaute-eyeshadow-palette-falling-for-you
165 грн|11|Крем / масло для гладкости волос alterna caviar anti-aging smoothing anti-frizz blowout|Крем / масло для гладкости волос alterna caviar anti-aging smoothing anti-frizz blowout|||Alterna|https://shafa.ua/cosmetics/dlya-volos/masla/85474877-krem-maslo-dlya-gladkosti-volos-alterna-caviar-anti-aging-smoothing
95 грн|4|Сухой шампунь amika perk up dry shampoo сша|Сухой шампунь amika perk up dry shampoo сша|||Amika|https://shafa.ua/cosmetics/dlya-volos/shampuni/90553276-suhoy-shampun-amika-perk-up-dry-shampoo-ssha
80 грн|10|Палетка пробников помад sephora collection lipstories lipstick|Палетка пробников помад sephora collection lipstories lipstick|90 грн|-12%|Sephora|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/64343515-paletka-probnikov-pomad-sephora-collection-lipstories-lipstick
130 грн|6|Бальзам для снятия макияжа clinique take the day off cleansing balm|Бальзам для снятия макияжа clinique take the day off cleansing balm|||Clinique|https://shafa.ua/cosmetics/dekorativnaya/dlya-snyatiya-makiyazha/90555816-balzam-dlya-snyatiya-makiyazha-clinique-take-the-day-off-cleansing
150 грн|11|Увлажняющий шампунь alterna caviar anti-aging replenishing moisture shampoo|Увлажняющий шампунь alterna caviar anti-aging replenishing moisture shampoo|||Alterna|https://shafa.ua/cosmetics/dlya-volos/shampuni/85688684-uvlazhnyayushiy-shampun-alterna-caviar-anti-aging-replenishing
400 грн|5|Ухаживающая тушь для ресниц с пептидами grande cosmetics grande conditioning peptide mascara|Ухаживающая тушь для ресниц с пептидами grande cosmetics grande conditioning peptide mascara|||Grande Cosmetics|https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/tush/95567380-uhazhivayushaya-tush-dlya-resnic-s-peptidami-grande-cosmetics-grande
50 грн|6|Пробник парфюмированная вода viktor & rolf flowerbomb ruby orchid|Пробник парфюмированная вода viktor & rolf flowerbomb ruby orchid|||Viktor & Rolf|https://shafa.ua/cosmetics/parfyumeriya/probniki/96822829-probnik-parfyumirovannaya-voda-viktor-rolf-flowerbomb-ruby-orchid
120 грн|6|Золотистый хайлайтер space case seen from space 1-e|Золотистый хайлайтер space case seen from space 1-e||||https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/hajlajtery/81228555-zolotistyy-haylayter-space-case-seen-from-space-1-e
120 грн|26|Супер цена! матовая помада для губ sephora cream lip stain 27 black cherry|Супер цена! матовая помада для губ sephora cream lip stain 27 black cherry|135 грн|-12%|Sephora|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/55998377-matovaya-pomada-dlya-gub-sephora-cream-lip-stain-27-black-cherry
75 грн|3|Палетка пробников тональный крем beautyblender bounce liquid foundation|Палетка пробников тональный крем beautyblender bounce liquid foundation|||Beauty Blender|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/tonalnyj-krem/88693355-paletka-probnikov-tonalnyy-krem-beautyblender-bounce-liquid
185 грн|26|Кремовые румяна в стике tre'stique color & contour blush stick, сша|Кремовые румяна в стике tre'stique color & contour blush stick, сша|200 грн|-8%||https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/rumyana/68409231-kremovye-rumyana-v-stike-trestique-color-contour-blush-stick-ssha
475 грн|18|Масло для лица для проблемной и нормальной кожи keep cool ocean deep blue oil, 25 мл|Масло для лица для проблемной и нормальной кожи keep cool ocean deep blue oil, 25 мл|499 грн|-5%||https://shafa.ua/cosmetics/dlya-lica/maslo/61376816-maslo-dlya-lica-dlya-problemnoy-i-normalnoy-kozhi-keep-cool-ocean
300 грн|4|Lavish набор кистей для макияжа глаз|Lavish набор кистей для макияжа глаз||||https://shafa.ua/cosmetics/aksessuary-dlya-krasoty/kisti/97059635-lavish-nabor-kistyay-dlya-makiyazha-glaz
55 грн|5|Пробник парфюмированная вода thierry mugler alien|Пробник парфюмированная вода thierry mugler alien|||Thierry Mugler|https://shafa.ua/cosmetics/parfyumeriya/probniki/93715681-probnik-parfyumirovannaya-voda-thierry-mugler-alien
300 грн|5|Витамины hum nutrition here comes the sun d3|Витамины hum nutrition here comes the sun d3||||https://shafa.ua/cosmetics/domashnyaya-apteka/bav/95646418-vitaminy-hum-nutrition-here-comes-the-sun-d3
675 грн|6|Компактная пудра kat von d lock-it powder foundation|Компактная пудра kat von d lock-it powder foundation|||Kat Von D|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/pudra/92310165-kompaktnaya-pudra-kat-von-d-lock-it-powder-foundation
75 грн|3|Палетка тональный крем danessa myricks beauty vision cream cover adjustable foundation & concealer|Палетка тональный крем danessa myricks beauty vision cream cover adjustable foundation & concealer||||https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/tonalnyj-krem/86854152-paletka-tonalnyy-krem-danessa-myricks-beauty-vision-cream-cover
395 грн|9|Палетка теней и румян estee lauder pure color envy eyeshadow & cheek palette candy glam|Палетка теней и румян estee lauder pure color envy eyeshadow & cheek palette candy glam|450 грн|-13%|Estee Lauder|https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/87090261-paletka-tenyay-i-rumyan-estee-lauder-pure-color-envy-eyeshadow-cheek
450 грн|12|Палетка для макияжа thebalm alternative rock vol. 1|Палетка для макияжа thebalm alternative rock vol. 1||||https://shafa.ua/cosmetics/dekorativnaya/nabory/87098141-paletka-dlya-makiyazha-the-balm-alternative-rock-vol-1
130 грн|7|Крем для проблемной кожи herbivore aquarius pore purifying bha cream|Крем для проблемной кожи herbivore aquarius pore purifying bha cream|150 грн|-14%||https://shafa.ua/cosmetics/dlya-lica/krem/81722312-krem-dlya-problemnoy-kozhi-herbivore-aquarius-pore-purifying-bha
300 грн|14|Пилинг хорошо очищающий поры origins modern friction nature's gentle dermabrasion, сша|Пилинг хорошо очищающий поры origins modern friction nature's gentle dermabrasion, сша|||Origins|https://shafa.ua/cosmetics/dlya-lica/ochishcheniya-lica/57157816-piling-horosho-ochishayushiy-pory-origins-modern-friction-natures
90 грн|7|Однушка тени lorac pro palette eye shadow refill - sand dune|Однушка тени lorac pro palette eye shadow refill - sand dune|100 грн|-10%||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/85723703-odnushka-teni-lorac-pro-palette-eye-shadow-refill-sand-dune
95 грн|13|Сухой шампунь amika perk up dry shampoo, сша|Сухой шампунь amika perk up dry shampoo, сша|115 грн|-18%||https://shafa.ua/cosmetics/dlya-volos/sprei/57163236-suhoy-shampun-amika-perk-up-dry-shampoo-ssha
315 грн|7|Солнцезащитный крем для лица biossance squalane + zinc sheer mineral sunscreen spf 30|Солнцезащитный крем для лица biossance squalane + zinc sheer mineral sunscreen spf 30||||https://shafa.ua/cosmetics/dlya-lica/krem/65725920-solncezashitnyy-krem-dlya-kozhi-lica-biossance-squalane-zinc-sheer
350 грн|3|Люксовая успокаивающая сыворотка saint jane luxury beauty serum|Люксовая успокаивающая сыворотка saint jane luxury beauty serum||||https://shafa.ua/cosmetics/dlya-lica/sivorotki/97380384-lyuksovaya-uspokaivayushaya-syvorotka-saint-jane-luxury-beauty-serum
75 грн|5|Набор пробников продля окрашеных волос color wow: шампунь + кондиционер защита цвета|Набор пробников продля окрашеных волос color wow: шампунь + кондиционер защита цвета||||https://shafa.ua/cosmetics/dlya-volos/shampuni/93767541-nabor-probnikov-prodlya-okrashenyh-volos-color-wow-shampun
150 грн|14|База/праймер для макияжа urban decay all nighter face primer|База/праймер для макияжа urban decay all nighter face primer|175 грн|-15%|Urban Decay|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/baza-pod-makiyazh/49676030-bazapraymer-dlya-makiyazha-urban-decay-all-nighter-face-primer
270 грн|7|Сухой шампунь для волос living proof perfect hair day dry shampoo|Сухой шампунь для волос living proof perfect hair day dry shampoo|||Living Proof|https://shafa.ua/cosmetics/dlya-volos/shampuni/94787876-suhoy-shampun-dlya-volos-living-proof-perfect-hair-day-dry-shampoo
115 грн|30|Несмываемый кондиционер для волос ouai leave-in conditioner для идеальной гладкости волос|Несмываемый кондиционер для волос ouai leave-in conditioner для идеальной гладкости волос|140 грн|-18%||https://shafa.ua/cosmetics/dlya-volos/kondicionery/47065461-nesmyvaemyy-kondicioner-dlya-volos-ouai-leave-in-conditioner-dlya
90 грн|4|Очищающий гель для умывания fresh soy face cleanser, хит из сша|Очищающий гель для умывания fresh soy face cleanser, хит из сша|100 грн|-10%|Fresh|https://shafa.ua/cosmetics/dlya-lica/ochishcheniya-lica/93714883-ochishayushiy-gel-dlya-umyvaniya-fresh-soy-face-cleanser-hit-iz-ssha
240 грн|4|Солнцезащитная сыворотка для чувствительной кожи zitsticka megashade breakout-proof spf 50 serum|Солнцезащитная сыворотка для чувствительной кожи zitsticka megashade breakout-proof spf 50 serum||||https://shafa.ua/cosmetics/dlya-lica/sivorotki/95644538-solncezashitnaya-syvorotka-dlya-chuvstvitelnoy-kozhi-zitsticka
220 грн|6|Мини мужская парфюмированная вода yves saint laurent y|Мини мужская парфюмированная вода yves saint laurent y|||Yves Saint Laurent|https://shafa.ua/cosmetics/parfyumeriya/parfyumirovannaya-voda/93958973-mini-muzhskaya-parfyumirovannaya-voda-yves-saint-laurent-y
